barcode,title,platform,provider,provider_game_id,release_date,developer,publisher,description,cover_url
045496905651,Super Mario Galaxy + Super Mario Galaxy 2,Nintendo Switch,barcode,045496905651,2025-10-02,Nintendo,Nintendo,,
